word1;word1 definitions;word2;word2 definitions;word1 sound; word2 sound
tuunne;['бедствовать (постоянно', 'иногда, бывало)'];tuusse;['светить / посветить кому (в темноте)'];nn;ss
tuunne;['бедствовать (постоянно', 'иногда, бывало)'];tuusse;['светить / посветить кому (в темноте)'];nn;ss
tuunnle;['победствовать (недолго, немного)'];tuussle;['посветить кому (быстро)'];nn;ss
tuunse;['то же, что [b]тӯннлэ'];tuunxe;['понуд. к [b]тӯннэ'];s;x
tuunxe;['понуд. к [b]тӯннэ'];tuuzxe;[];n;z
tur̥šne;['фыркать (постоянно', 'иногда, бывало)'];tur̥šse;['пофыркать, пофырчать (немного)'];n;s
tur̥šne;['фыркать (постоянно', 'иногда, бывало)'];tur̥šxe;[];n;x
tur̥šse;['пофыркать, пофырчать (немного)'];tur̥šxe;[];s;x
tuusste;['сметь / посметь, решаться / решиться  (что-л. сделать)'];tuussle;['посветить кому (быстро)'];t;l
tuusste;['сметь / посметь, решаться / решиться  (что-л. сделать)'];tuussje;['осветиться (напр. о сцене)'];t;j
tuuzne;['светить кому (постоянно', 'иногда, бывало)'];tuuzxe;[];n;x
tuuzxe;[];čuuzxe;['ушибить, ударить кого-что'];t;č
tuussle;['посветить кому (быстро)'];tuussje;['осветиться (напр. о сцене)'];l;j
tuussje;['осветиться (напр. о сцене)'];tuurrje;['перен. съёжиться'];ss;rr
tuhk;['толпа, гурьба', 'куча, груда, ворох'];tuhk';['тюк'];k;k'
tuhk;['толпа, гурьба', 'куча, груда, ворох'];juhk;['застёжка из дерева или кости на упряжи'];t;j
tugkxe;['заставить кого-л. собраться в кучу'];jugkxe;['присоединить (сани) к упряжи'];t;j
tugkxelle;['заставлять кого-л. собираться толпой, в кучу (постоянно)'];jugkxelle;['присоединять (сани) к упряжи (постоянно', 'иногда, бывало)'];t;j
tuhkaj;['сказ. многолюдный'];tɨhkaj;['сказ. вшивый, вшив'];u;ɨ
tuhkte;['собрать кого-что-л. в кучу'];tuhkje;['собраться (быть собранным) в кучу'];t;j
tuhkje;['собраться (быть собранным) в кучу'];juhkje;[];t;j
tuhk';['тюк'];tɨhk';['вошь ж'];u;ɨ
tuel'l';['стол'];tuerr;['сборка (на одежде)'];l'l';rr
tuel'l';['стол'];čuel'l';['анат. кишка'];t;č
tuerne;['присборивать, собирать что-л. в сборки (постоянно', 'иногда, бывало)', 'перен. ёжиться (постоянно', 'иногда, бывало)'];tuerxe;[];n;x
tuerne;['присборивать, собирать что-л. в сборки (постоянно', 'иногда, бывало)', 'перен. ёжиться (постоянно', 'иногда, бывало)'];čuerne;['покрываться яйцами мух (постоянно', 'иногда, бывало)'];t;č
tuerrle;['присборить, собрать что-л. в сборки (быстро)'];tuerrpe;['бить по воде (напр. веслом), шуметь у воды (во время ловли рыбы сетями или неводом недалеко от берега', 'рыбаки обычно шумят у мест скопления рыбы, загоняя её в сети)'];l;p
tuerxe;[];čuerxe;['допустить, чтобы мухи отложили яйца (на что-л.)'];t;č
tuer'r'v;['мера', 'количество чего-л., необходимое (для чего-л.)'];čuer'r'v;['рог'];t;č
tɨvvnedte;['одеваться / одеться'];tɨvvnedne;['одеваться (постоянно', 'иногда, бывало)'];t;n
tɨvvnedte;['одеваться / одеться'];tɨvvnedse;['одеться (быстро)'];t;s
tɨvvnedne;['одеваться (постоянно', 'иногда, бывало)'];tɨvvnedse;['одеться (быстро)'];n;s
tɨvxe;['заставить кого-л. одеться'];tɨvne;['появляться - о намерении (что-л. сделать - постоянно', 'иногда, бывало)'];x;n
tɨvxe;['заставить кого-л. одеться'];tɨvse;['появиться (вдруг) - о намерении (что-л. сделать)'];x;s
tɨvne;['появляться - о намерении (что-л. сделать - постоянно', 'иногда, бывало)'];tɨvse;['появиться (вдруг) - о намерении (что-л. сделать)'];n;s
tɨftužne;['удивляться, изумляться чему (постоянно', 'иногда, бывало)'];tɨftužse;['удивляться, изумляться чему (некоторое время)'];n;s
tɨftužne;['удивляться, изумляться чему (постоянно', 'иногда, бывало)'];tɨftužxe;['удивлять кого'];n;x
tɨftužse;['удивляться, изумляться чему (некоторое время)'];tɨftužxe;['удивлять кого'];s;x
teegk'je;['прям., перен. притеснять / притеснить кого-что'];teegk'te;[];j;t
tedta;['этот'];testa;['здесь'];d;s
tefkne;['подтыкать что (постоянно', 'иногда, бывало)'];tefkxe;[];n;x
tebpne;['прям., перен. затыкать что (постоянно', 'иногда, бывало)'];tebpse;['то же, что [b]тэ̄һплэ'];n;s
teehple;['прям., перен. заткнуть что (быстро)'];teehpse;[];l;s
t'eellje;[];čeellje;[];t';č
t'eelne;['выделывать (шкуру - постоянно', 'иногда, бывало)'];t'eelse;[];n;s
t'eelne;['выделывать (шкуру - постоянно', 'иногда, бывало)'];čeelne;['очищать, обдирать (рога от кожицы - постоянно иногда, бывало) иногда, бывало) иногда, бывало)'];t';č
t'eelse;[];čeelse;['очистить, ободрать (быстро рога от кожицы - об оленях)', 'почистить (немного рога от кожицы -об оленях)'];t';č
ugke;['лаять, тявкать', 'перен. ругаться', 'перен. говорить о чём-л. преждевременно'];ugne;['лаять, тявкать (постоянно', 'иногда, бывало)', 'перен. ругаться (постоянно', 'иногда, бывало)', 'перен. говорить о чём-л. преждевременно (постоянно', 'иногда, бывало)'];k;n
ugke;['лаять, тявкать', 'перен. ругаться', 'перен. говорить о чём-л. преждевременно'];ugse;['полаять, потявкать (немного)', 'перен. поругаться (немного)', 'перен. сказать о чем-л. преждевременно'];k;s
ugke;['лаять, тявкать', 'перен. ругаться', 'перен. говорить о чём-л. преждевременно'];ugxe;[];k;x
ugkle;['однокр. тявкнуть, гавкнуть', 'то же, что [b]угсэ'];ugkje;['начать лаять', 'перен. начать ругаться', 'перен. начать говорить о чём-л. преждевременно'];l;j
ugne;['лаять, тявкать (постоянно', 'иногда, бывало)', 'перен. ругаться (постоянно', 'иногда, бывало)', 'перен. говорить о чём-л. преждевременно (постоянно', 'иногда, бывало)'];ugse;['полаять, потявкать (немного)', 'перен. поругаться (немного)', 'перен. сказать о чем-л. преждевременно'];n;s
ugne;['лаять, тявкать (постоянно', 'иногда, бывало)', 'перен. ругаться (постоянно', 'иногда, бывало)', 'перен. говорить о чём-л. преждевременно (постоянно', 'иногда, бывало)'];ugxe;[];n;x
ugne;['лаять, тявкать (постоянно', 'иногда, бывало)', 'перен. ругаться (постоянно', 'иногда, бывало)', 'перен. говорить о чём-л. преждевременно (постоянно', 'иногда, бывало)'];ujjne;['видеть, замечать кого-что', 'наблюдать, присматривать за кем-чем', 'воображать, представлять себе мысленно'];g;jj
ugne;['лаять, тявкать (постоянно', 'иногда, бывало)', 'перен. ругаться (постоянно', 'иногда, бывало)', 'перен. говорить о чём-л. преждевременно (постоянно', 'иногда, бывало)'];uzne;['собирать ягоды (постоянно', 'иногда, бывало)'];g;z
ugse;['полаять, потявкать (немного)', 'перен. поругаться (немного)', 'перен. сказать о чем-л. преждевременно'];ugxe;[];s;x
ugse;['полаять, потявкать (немного)', 'перен. поругаться (немного)', 'перен. сказать о чем-л. преждевременно'];uzse;['собирать ягоды (недолго)'];g;z
ugse;['полаять, потявкать (немного)', 'перен. поругаться (немного)', 'перен. сказать о чем-л. преждевременно'];ussse;['то же, что [b]уссъюввэ'];g;ss
ugxuvve;['налаяться, натявкаться', 'перен. наругаться'];ullxuvve;['лишиться шерсти, остаться без шерсти'];g;ll
ugxe;[];uzxe;[];g;z
udac;['способность, умение'];udal;['сказ. быстрый, стремительный', 'быстр, стремителен'];c;l
udluvve;['стать быстрым, стремительным, проворным'];udlušše;['стараться делать что-л. быстрее', 'считать кого-л. быстрым, скорым, стремительным, проворным'];vv;šš
udluvve;['стать быстрым, стремительным, проворным'];ullluvve;['обрасти шерстью (о животных)'];d;ll
udcše;['считать кого-что-л. маленьким'];udcne;['учить кого чему и с неопр. (постоянно', 'иногда, бывало)', 'учить, изучать, разучивать что (постоянно', 'иногда, бывало)'];š;n
udcše;['считать кого-что-л. маленьким'];udcse;['поучить кого чему и с неопр. (немного, недолго)', 'поучить, поразучивать что (немного, недолго)'];š;s
udc'ne;['уменьшить что'];udcne;['учить кого чему и с неопр. (постоянно', 'иногда, бывало)', 'учить, изучать, разучивать что (постоянно', 'иногда, бывало)'];c';c
uhcne;['уменьшиться'];uhcš'e;[];n;š'
uhcne;['уменьшиться'];udcne;['учить кого чему и с неопр. (постоянно', 'иногда, бывало)', 'учить, изучать, разучивать что (постоянно', 'иногда, бывало)'];h;d
uhcne;['уменьшиться'];uhcle;['выучить кого чему и с неопр. (быстро)', 'выучить, изучить, разучить что (быстро)'];n;l
uhcne;['уменьшиться'];uhcje;[];n;j
uhcš'e;[];uhcle;['выучить кого чему и с неопр. (быстро)', 'выучить, изучить, разучить что (быстро)'];š';l
uhcš'e;[];uhcje;[];š';j
udjedte;['безл. удаться, посчастливиться кому (что-л. делать)'];udjedne;['безл. удаваться кому (что-л. делать - постоянно', 'иногда, бывало)'];t;n
udjedte;['безл. удаться, посчастливиться кому (что-л. делать)'];udjedse;['безл. удаться, посчастливиться кому (что-л. сделать - быстро, сразу)'];t;s
udjedne;['безл. удаваться кому (что-л. делать - постоянно', 'иногда, бывало)'];udjedse;['безл. удаться, посчастливиться кому (что-л. сделать - быстро, сразу)'];n;s
ujvne;['пушиться (быть мягким, как пушинка - постоянно', 'иногда, бывало)'];ujvse;['пушиться (быть мягким, как пушинка)'];n;s
ujvne;['пушиться (быть мягким, как пушинка - постоянно', 'иногда, бывало)'];ujtne;['уходить, удаляться (постоянно', 'иногда, бывало)'];v;t
ujvse;['пушиться (быть мягким, как пушинка)'];ujnse;['увидеть, заметить кого-что (быстро)', 'понаблюдать, присмотреть за кем-чем (недолго)'];v;n
ujvse;['пушиться (быть мягким, как пушинка)'];ujtse;['уйти, удалиться (ненадолго)'];v;t
ujjvle;['покрыться пухом (немного - быстро)', 'стать пушистым, мягким'];ujjnle;[];v;n
ujjvle;['покрыться пухом (немного - быстро)', 'стать пушистым, мягким'];ujjtle;['в разн. знач. уйти (быстро)'];v;t
ujjne;['видеть, замечать кого-что', 'наблюдать, присматривать за кем-чем', 'воображать, представлять себе мысленно'];ujjte;['в разн. знач. уйти'];n;t
ujjne;['видеть, замечать кого-что', 'наблюдать, присматривать за кем-чем', 'воображать, представлять себе мысленно'];ujjtte;['унести, вынести кого-что', 'увести кого'];n;tt
ujjne;['видеть, замечать кого-что', 'наблюдать, присматривать за кем-чем', 'воображать, представлять себе мысленно'];uzne;['собирать ягоды (постоянно', 'иногда, бывало)'];jj;z
ujjnle;[];ujjnje;['быть присмотренным (о детях)'];l;j
ujjnle;[];ujjtle;['в разн. знач. уйти (быстро)'];n;t
ujjnledne;['видеться с кем (постоянно', 'иногда, бывало)'];ujjnledte;['видеться / увидеться с кем'];n;t
ujjnje;['быть присмотренным (о детях)'];ujjtje;[];n;t
ujnse;['увидеть, заметить кого-что (быстро)', 'понаблюдать, присмотреть за кем-чем (недолго)'];ujtse;['уйти, удалиться (ненадолго)'];n;t
ujnselle;['придираться к кому, попрекать кого (постоянно)'];ujtselle;['уходить, удаляться (ненадолго - постоянно', 'иногда, бывало)'];n;t
ujjte;['в разн. знач. уйти'];ujjtte;['унести, вынести кого-что', 'увести кого'];t;tt
ujjte;['в разн. знач. уйти'];uјјte;['носить, переносить, таскать что'];jj;јј
ujjte;['в разн. знач. уйти'];uјte;[];jj;ј
ujjtle;['в разн. знач. уйти (быстро)'];ujjtje;[];l;j
ujjtle;['в разн. знач. уйти (быстро)'];uјјtle;['поносить, потаскать что (немного)'];jj;јј
ujtne;['уходить, удаляться (постоянно', 'иногда, бывало)'];ujtse;['уйти, удалиться (ненадолго)'];n;s
ujtne;['уходить, удаляться (постоянно', 'иногда, бывало)'];ujtxe;[];n;x
ujtne;['уходить, удаляться (постоянно', 'иногда, бывало)'];uјtne;['носить, переносить, таскать что (постоянно', 'иногда, бывало)'];j;ј
ujtse;['уйти, удалиться (ненадолго)'];ujtxe;[];s;x
ujtselle;['уходить, удаляться (ненадолго - постоянно', 'иногда, бывало)'];uјtselle;['носить, переносить, таскать что (не торопясь, понемногу)'];j;ј
uјјte;['носить, переносить, таскать что'];uјte;[];јј;ј
ull;['шерсть ж (годная для изготовления пряжи, чаще овечья или верблюжья)'];ɨll;['уголь м'];u;ɨ
ull;['шерсть ж (годная для изготовления пряжи, чаще овечья или верблюжья)'];eell;['высокий'];u;ee
ullxuvve;['лишиться шерсти, остаться без шерсти'];ullluvve;['обрасти шерстью (о животных)'];x;l
ullje;['обрасти шерстью (о животных)'];ussje;[];ll;ss
ul̥'čxe;['лосниться, блестеть'];ul̥'čse;['лосниться, поблестеть (немного)'];x;s
ur'r'm;['личинка овода (живёт в мездре шкуры оленя)', 'мед. оспа'];ur'r'p;['листопад'];m;p
ur'r'm;['личинка овода (живёт в мездре шкуры оленя)', 'мед. оспа'];ur'r't;['скалистая гора'];m;t
urrmde;['отложить личинки (об оводе)'];urrmše;['считать, что (на шкуре оленя) много личинок (овода)'];d;š
urrmde;['отложить личинки (об оводе)'];urrmje;['завестись - о личинках овода (в мездре шкуры оленя)', 'мед. покрыться оспенной сыпью'];d;j
urrmše;['считать, что (на шкуре оленя) много личинок (овода)'];urrmje;['завестись - о личинках овода (в мездре шкуры оленя)', 'мед. покрыться оспенной сыпью'];š;j
ur'r'p;['листопад'];ur'r't;['скалистая гора'];p;t
ur'r't;['скалистая гора'];uht;['каша'];r'r';h
uzne;['собирать ягоды (постоянно', 'иногда, бывало)'];uzse;['собирать ягоды (недолго)'];n;s
uzne;['собирать ягоды (постоянно', 'иногда, бывало)'];uzxe;[];n;x
uzse;['собирать ягоды (недолго)'];uzxe;[];s;x
uzse;['собирать ягоды (недолго)'];ussse;['то же, что [b]уссъюввэ'];z;ss
ussle;['собрать ягоды (быстро)'];ussje;[];l;j
ussle;['собрать ягоды (быстро)'];ussse;['то же, что [b]уссъюввэ'];l;s
ussje;[];ussse;['то же, что [b]уссъюввэ'];j;s
udcne;['учить кого чему и с неопр. (постоянно', 'иногда, бывало)', 'учить, изучать, разучивать что (постоянно', 'иногда, бывало)'];udcse;['поучить кого чему и с неопр. (немного, недолго)', 'поучить, поразучивать что (немного, недолго)'];n;s
uhcle;['выучить кого чему и с неопр. (быстро)', 'выучить, изучить, разучить что (быстро)'];uhcje;[];l;j
fɨr̥čne;['плакать (долго, нудно - постоянно', 'иногда, бывало)'];fɨr̥čse;[];n;s
xezedne;['шуршать (о шёлке - постоянно', 'иногда, бывало)'];xezedse;['пошуршать (немного - о шёлке)'];n;s
cavvctedne;['упираться, упереться чем, в кого, во что (в настоящий момент)', 'перен. сопротивляться, упрямиться (постоянно', 'иногда, бывало)'];cavvctedte;[',1*', 'упираться / упереться чем, в кого, во что (в настоящий момент)', 'перен. сопротивляться, упрямиться'];n;t
cevcne;['останавливать, удерживать кого-что, тормозить что (постоянно', 'иногда, бывало)'];cevcče;['то же, что [b]цэвцнэ'];n;č
caag'se;['сунуть что во что (быстро)', 'толкнуть кого-что (быстро)'];caag'xe;['понуд. к [b]ца̄гке'];s;x
caag'se;['сунуть что во что (быстро)', 'толкнуть кого-что (быстро)'];caag'xe;['понуд. к [b]ца̄гке'];s;x
caag'se;['сунуть что во что (быстро)', 'толкнуть кого-что (быстро)'];caag'xe;['понуд. к [b]ца̄гке'];s;x
caag'xe;['понуд. к [b]ца̄гке'];caag'se;['сунуть что во что (быстро)', 'толкнуть кого-что (быстро)'];x;s
caag'xe;['понуд. к [b]ца̄гке'];čaag'xe;[];c;č
caag'xe;['понуд. к [b]ца̄гке'];čaag'xe;[];c;č
coagkje;[];cuagkje;['начать уменьшаться (о количестве воды в водоёме)', 'начаться (об отливе)'];oa;ua
coagkje;[];cuegkje;['закончиться (об отливе)'];oa;ue
coagkje;[];cuagkje;['начать уменьшаться (о количестве воды в водоёме)', 'начаться (об отливе)'];oa;ua
coagkje;[];cuegkje;['закончиться (об отливе)'];oa;ue
coagne;['совать, пихать что во что (постоянно', 'иногда, бывало)', 'толкать кого-что (постоянно', 'иногда, бывало)'];coagče;[];n;č
coagne;['совать, пихать что во что (постоянно', 'иногда, бывало)', 'толкать кого-что (постоянно', 'иногда, бывало)'];coagče;[];n;č
coagne;['совать, пихать что во что (постоянно', 'иногда, бывало)', 'толкать кого-что (постоянно', 'иногда, бывало)'];coagče;[];n;č
coagče;[];coagne;['совать, пихать что во что (постоянно', 'иногда, бывало)', 'толкать кого-что (постоянно', 'иногда, бывало)'];č;n
c'eel̥'l̥'ke;['сказать, высказать что'];c'eeŋ'ŋ'ke;['ставить что (вертикально)', 'ставить, устанавливать (куваксу, чум)'];l̥'l̥';ŋ'ŋ'
c'eel̥'l̥'kle;['сказать что (быстро)', 'подсказать что (быстро)'];c'eeŋ'ŋ'kle;[];l̥'l̥';ŋ'ŋ'
c'iil̥l̥kse;['сказываться'];c'iil̥l̥kje;[];s;j
c'iil̥l̥kje;[];c'iiŋŋkje;[];l̥l̥;ŋŋ
c'aaŋŋka;['вертикально'];c'aaŋŋke;['ставить (что-л. длинное, высокое)'];a;e
c'aaŋŋke;['ставить (что-л. длинное, высокое)'];c'aahke;['проводить / провести черту, линию', 'разрубать / разрубить что-л. на куски'];ŋŋ;h
c'eer̥r̥tle;['начертить что (быстро)', 'однокр. провести одну линию (быстрым движением)'];c'eer̥r̥tje;[];l;j
c'eer̥tne;['чертить что (постоянно', 'иногда, бывало)'];c'eer̥tse;['почертить (немного)'];n;s
c'eer̥tne;['чертить что (постоянно', 'иногда, бывало)'];c'eer̥txe;[];n;x
c'eer̥tse;['почертить (немного)'];c'eer̥txe;[];s;x
c'iigk;['туман'];čiigk;['уголок (платка, простыни и т. п.)'];c';č
c'iigne;['появляться, падать - о тумане (постоянно', 'иногда, бывало)'];c'iigse;['стлаться - о тумане'];n;s
c'iigne;['появляться, падать - о тумане (постоянно', 'иногда, бывало)'];c'iigxe;['появляться / появиться - о тумане'];n;x
c'iigne;['появляться, падать - о тумане (постоянно', 'иногда, бывало)'];čiigne;['закапывать, зарывать кого-что, закрывать что чем (постоянно'];c';č
c'iigne;['появляться, падать - о тумане (постоянно', 'иногда, бывало)'];š'iigne;['сделать кого-что-л. хорошим'];c';š'
c'iigse;['стлаться - о тумане'];c'iigxe;['появляться / появиться - о тумане'];s;x
coovvnle;['разбудить кого', 'перен. пробудить кого-что (быстро)'];coovvnje;[];l;j
coovnse;['то же, что [b]цо̄ввнлэ'];coovnxe;[];s;x
cul̥l̥k;['шёлк'];cur̥'r̥'k;['чурка'];l̥l̥;r̥'r̥'
cuagkne;['начаться (об отливе)', 'перен. опадать / опасть (об опухоли)'];cuagkje;['начать уменьшаться (о количестве воды в водоёме)', 'начаться (об отливе)'];n;j
cuagkje;['начать уменьшаться (о количестве воды в водоёме)', 'начаться (об отливе)'];cuegkje;['закончиться (об отливе)'];ua;ue
cuagke;['уменьшаться (о количестве воды в водоёме)', 'начинаться, наступать (об отливе)'];cuagše;['считать что-л. мелким'];k;š
cuegkje;['закончиться (об отливе)'];juegkje;[];c;j
cuep'p'c;['руль м'];cɨp'p'c;['щипцы'];ue;ɨ
cɨza;['птичка (из семейства воробьиных)'];cɨja;['сказ. молодец (о маленьких детях)'];z;j
cɨl̥kne;['звенеть (о предметах, издающих звон, - постоянно', 'иногда, бывало)'];cɨl̥kse;['позвенеть (о предметах, издающих звон, - немного)'];n;s
cɨl̥l̥kaj;['сказ. звонкий, звонок (о предметах, издающих звон)'];cɨŋŋkaj;['сказ. ленивый, ленив'];l̥l̥;ŋŋ
cɨl̥l̥kle;['однокр. издать звон, звякнуть'];cɨl̥l̥kše;['считать что-л. очень звонким'];l;š
cɨl̥l̥kle;['однокр. издать звон, звякнуть'];cɨl̥l̥kje;['зазвенеть (о предметах, издающих звон)'];l;j
cɨl̥l̥kše;['считать что-л. очень звонким'];cɨl̥l̥kje;['зазвенеть (о предметах, издающих звон)'];š;j
cɨl̥l̥kše;['считать что-л. очень звонким'];cɨŋŋkše;['лениться'];l̥l̥;ŋŋ
cɨl̥'l̥'kjes';['звонкий, звучный'];cɨŋ'ŋ'kjes';['ленивый'];l̥'l̥';ŋ'ŋ'
cɨp'p'c;['щипцы'];cɨhc;['краска для сетей (варится из коры берёзы, ольхи, ивы)'];p'p';h
cɨdcne;['красить (сети - постоянно', 'иногда, бывало)'];cɨdcse;['покрасить (сети, быстро)'];n;s
cɨhcle;[];cɨhcje;[];l;j
c'aakne;['проводить черту, линию (постоянно', 'иногда, бывало)', 'разрубать что-л. на куски (постоянно', 'иногда, бывало)', 'метить (оленей - постоянно', 'иногда, бывало)'];c'aakse;['провести черту, линию (быстро)', 'разрубить что-л. на куски (быстро)', 'пометить (оленей - быстро)'];n;s
čabne;[];čabxe;['исправить, отремонтировать что, сделать что-л. исправным'];n;x
čabne;[];čabše;['считать что-л. исправным, целым'];n;š
čabnelle;[];čabxelle;['исправлять, ремонтировать что (постоянно', 'иногда, бывало)'];n;x
čabxe;['исправить, отремонтировать что, сделать что-л. исправным'];čabše;['считать что-л. исправным, целым'];x;š
čaabrse;['пощипать кого-что (до боли - немного)', 'перен. покритиковать кого-что (немного)', 'однокр. ущипнуть кого-что'];čaabrxe;[];s;x
čoabrne;['щипать кого-что (постоянно', 'иногда, бывало)', 'перен. критиковать кого (постоянно \t[m1]иногда, бывало)[/m] \t[m1]иногда, бывало)[/m] \t[m1]иногда, бывало)[/m]'];čoabrče;[];n;č
čagk';['ком (снега)'];šagk';['свинья'];č;š
čagenč;['снежок, снежки'];šagenč;['поросёнок'];č;š
čaadz';['(ча̄зь) I, 3 вода'];čuedz';['гнилое дерево'];aa;ue
čaadzte;['намочить, смочить что'];čaadzše;['считать что-л. влажным, сырым, мокрым'];t;š
čaadzte;['намочить, смочить что'];čaadzje;['стать мокрым, пропитаться водой'];t;j
čaadzše;['считать что-л. влажным, сырым, мокрым'];čaadzje;['стать мокрым, пропитаться водой'];š;j
čaaz'ne;['сделать что-л. водянистым, разбавить что'];čaag'ne;['вместить, разместить, поместить кого-что'];z';g'
čaaz'ne;['сделать что-л. водянистым, разбавить что'];čuuz'ne;['побаливать (о частях тела - постоянно', 'иногда, бывало)', 'поболеть (немного, недолго - о частях тела)'];aa;uu
čaajj;['чай'];čaann;['чёрт', 'по саамским поверьям некоторым людям силы рода помогали сохранять стада)', 'горбатого могила исправит'];jj;nn
čaajj;['чай'];čaarr;['тундра'];jj;rr
čaajj;['чай'];čuujj;['звон'];aa;uu
čaajj;['чай'];čuejj;['полосатый'];aa;ue
čaal'se;['сделать надрез (напр. вдоль туши - быстро)', 'выпотрошить что (быстро)'];čaal'xe;[];s;x
čaal'xe;[];čaag'xe;[];l';g'
čaal'xe;[];čaapxe;['чернеть, темнеть (виднеться - о чёрном, тёмном)'];l';p
čoallje;[];čeellje;[];oa;ee
čoalne;['делать надрез (напр. вдоль туши - постоянно', 'иногда, бывало)', 'потрошить что (постоянно', 'иногда, бывало)'];čoalče;[];n;č
čoalne;['делать надрез (напр. вдоль туши - постоянно', 'иногда, бывало)', 'потрошить что (постоянно', 'иногда, бывало)'];čeelne;['очищать, обдирать (рога от кожицы - постоянно иногда, бывало) иногда, бывало) иногда, бывало)'];oa;ee
čoalne;['делать надрез (напр. вдоль туши - постоянно', 'иногда, бывало)', 'потрошить что (постоянно', 'иногда, бывало)'];čoaŋne;['проникать, пробираться, влезать (постоянно', 'иногда, бывало)', 'нырять (постоянно', 'иногда, бывало)'];l;ŋ
čoalne;['делать надрез (напр. вдоль туши - постоянно', 'иногда, бывало)', 'потрошить что (постоянно', 'иногда, бывало)'];čoapne;['становиться / стать чёрным, темным', 'чернеть / почернеть, темнеть / потемнеть', 'перен. становиться / стать злым, разозлиться'];l;p
čal'l'm;['глаз'];čuel'l'm;['пролив'];a;ue
čaann;['чёрт', 'по саамским поверьям некоторым людям силы рода помогали сохранять стада)', 'горбатого могила исправит'];čaarr;['тундра'];nn;rr
čaarr;['тундра'];čirr;['голенище'];aa;i
čaarr;['тундра'];čuarr;[];aa;ua
čaarr;['тундра'];jaarr;['тж. сказ.', 'неистовый, неукротимый, неистов, неукротим (о животных)', 'перен. очень крутой, крут (о человеке)'];č;j
čaarrke;['греметь, грохотать, громыхать (о громе)', 'перен. говорить много и громко, всех заглушать'];čirrke;['безл. дёргать', 'стрелять (в ухе)'];aa;i
čaarkne;['однокр. громыхнуть (о громе)', 'греметь, грохотать, громыхать (постоянно', 'иногда, бывало - о громе)', 'перен. говорить много и громко, всех заглушать (постоянно', 'иногда, бывало)'];čirkne;['однокр. безл. дёрнуть (о больном месте), стрельнуть (в ухе)'];aa;i
čaarkne;['однокр. громыхнуть (о громе)', 'греметь, грохотать, громыхать (постоянно', 'иногда, бывало - о громе)', 'перен. говорить много и громко, всех заглушать (постоянно', 'иногда, бывало)'];čaagkne;['то же, что [b]чо̄а̄гкэ'];r;g
čaarrkse;['безл. громыхать, грохотать  (о громе)'];čaarrkje;['начать греметь (о громе)'];s;j
čaahkrahte;['продырявить, протереть что'];čaahkras's'te;['прохудиться, продырявиться (быстро)'];h;s's'
čac'kse;['бросить, кинуть, швырнуть что (быстро)'];čac'kxe;[];s;x
čeckne;[];čiickne;['колоть, раскалывать (орехи, кости, сахар и т. п. - постоянно', 'иногда, бывало)'];e;ii
čeckne;[];čuackne;['прям., перен. гаснуть, тухнуть (постоянно', 'иногда, бывало)', 'остывать, стыть, охлаждаться (постоянно', 'иногда, бывало)', 'наступать / наступить - о прохладе, свежести'];e;ua
čeecckle;['бросать, кидать, швырять что (постоянно', 'иногда, бывало)', 'не рой яму другому, сам в неё попадёшь'];čeecckje;[];l;j
čeecckle;['бросать, кидать, швырять что (постоянно', 'иногда, бывало)', 'не рой яму другому, сам в неё попадёшь'];čiicckle;['расколоть (кости, сахар, орехи и т. п. быстро)'];ee;ii
čeecckle;['бросать, кидать, швырять что (постоянно', 'иногда, бывало)', 'не рой яму другому, сам в неё попадёшь'];čuacckle;['прям., перен. погаснуть, потухнуть (быстро)', 'остыть, охладиться (быстро)'];ee;ua
čeecckje;[];čeellkje;['отсоединиться, отделиться от чего (напр. о санях)'];cc;ll
čeecckje;[];čiicckje;[];ee;ii
čeecckje;[];čuucckje;[];ee;uu
čeegar;['(че̄гкар) V сухожилие'];čiigar;['\\[небольшое\\] стадо (оленей)'];ee;ii
čeellk;['трезвый'];čeelk;['сказ. трезвый, трезв'];ll;l
čeellk;['трезвый'];čeelle;['очищать / очистить, обдирать / ободрать (рога от кожицы - об оленях)'];k;e
čeellk;['трезвый'];čiillk;['. чистый, свежий', 'светлый, ясный'];ee;ii
čeellk;['трезвый'];čoollk;['слюна'];ee;oo
čeelk;['сказ. трезвый, трезв'];čiilk;['сказ.', 'чистый, свежий, чист, свеж', 'светлый, ясный, светел, ясен'];ee;ii
čeelkne;['становиться трезвым, протрезвляться (постоянно', 'иногда, бывало)'];čeelkxe;[];n;x
čeelkne;['становиться трезвым, протрезвляться (постоянно', 'иногда, бывало)'];čeelkse;['отсоединить, отделить, выпрячь (быстро - напр. сани, оленей)'];n;s
čeelkne;['становиться трезвым, протрезвляться (постоянно', 'иногда, бывало)'];čeelkxe;[];n;x
čeelkne;['становиться трезвым, протрезвляться (постоянно', 'иногда, бывало)'];čeellkne;['то же, что [b]че̄ллкъе'];l;ll
čeelkne;['становиться трезвым, протрезвляться (постоянно', 'иногда, бывало)'];čiilkne;['становиться чистым, свежим (постоянно', 'иногда, бывало)', 'заживать (о ране - постоянно', 'иногда, бывало)', 'светать, брезжить, яснеть (постоянно', 'иногда, бывало)'];ee;ii
čeelkne;['становиться трезвым, протрезвляться (постоянно', 'иногда, бывало)'];čolkne;['плевать (постоянно', 'иногда, бывало)'];ee;o
